School_Code,Year,Major_Code,Major_Name,Admission_Quota,Cutoff_Score,Subject_Combinations,Program_Type,Note
SGU,2026,7460108,Khoa học dữ liệu,80,,C01,Đại trà,
SGU,2026,7460108,Khoa học dữ liệu,80,,D01,Đại trà,
SGU,2026,7460108,Khoa học dữ liệu,80,,D07,Đại trà,
SGU,2026,7460112,Toán ứng dụng,90,,B00,Đại trà,
SGU,2026,7460112,Toán ứng dụng,90,,C01,Đại trà,
SGU,2026,7460112,Toán ứng dụng,90,,D01,Đại trà,
SGU,2026,7460112,Toán ứng dụng,90,,D07,Đại trà,
SGU,2026,7460112,Toán ứng dụng,90,,"A00, A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C01, C02, C03, C04, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",Đại trà,
SGU,2026,7460112,Toán ứng dụng,90,,A01,Đại trà,
SGU,2026,7480103,Kỹ thuật phần mềm,110,,"A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C02, C03, C04, D01, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",Đại trà,
SGU,2026,7480103,Kỹ thuật phần mềm,110,,A00,Đại trà,
SGU,2026,7480103,Kỹ thuật phần mềm,110,,A01,Đại trà,
SGU,2026,7480103,Kỹ thuật phần mềm,110,,B00,Đại trà,
SGU,2026,7480103,Kỹ thuật phần mềm,110,,C01,Đại trà,
SGU,2026,7480103,Kỹ thuật phần mềm,110,,D07,Đại trà,
SGU,2026,7480107,Trí tuệ nhân tạo,80,,A00,Đại trà,
SGU,2026,7480107,Trí tuệ nhân tạo,80,,A01,Đại trà,
SGU,2026,7480107,Trí tuệ nhân tạo,80,,B00,Đại trà,
SGU,2026,7480107,Trí tuệ nhân tạo,80,,C01,Đại trà,
SGU,2026,7480107,Trí tuệ nhân tạo,80,,D07,Đại trà,
SGU,2026,7480107,Trí tuệ nhân tạo,80,,"A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C02, C03, C04, D01, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",Đại trà,
SGU,2026,7480201,Công nghệ thông tin,400,,C01,Đại trà,
SGU,2026,7480201,Công nghệ thông tin,400,,D07,Đại trà,
SGU,2026,7480201,Công nghệ thông tin,400,,"A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C02, C03, C04, D01, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",Đại trà,
SGU,2026,7480201,Công nghệ thông tin,400,,A00,Đại trà,
SGU,2026,7480201,Công nghệ thông tin,400,,A01,Đại trà,
SGU,2026,7480201,Công nghệ thông tin,400,,B00,Đại trà,
SGU,2026,7480201CLC,Công nghệ thông tin (Chương trình đào tạo chất lượng cao),350,,"A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C02, C03, C04, D01, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",CLC,
SGU,2026,7480201CLC,Công nghệ thông tin (Chương trình đào tạo chất lượng cao),350,,A00,CLC,
SGU,2026,7480201CLC,Công nghệ thông tin (Chương trình đào tạo chất lượng cao),350,,A01,CLC,
SGU,2026,7480201CLC,Công nghệ thông tin (Chương trình đào tạo chất lượng cao),350,,B00,CLC,
SGU,2026,7480201CLC,Công nghệ thông tin (Chương trình đào tạo chất lượng cao),350,,C01,CLC,
SGU,2026,7480201CLC,Công nghệ thông tin (Chương trình đào tạo chất lượng cao),350,,D07,CLC,
SGU,2026,7510301,"Công nghệ kỹ thuật điện, điện tử",45,,A00,Đại trà,
SGU,2026,7510301,"Công nghệ kỹ thuật điện, điện tử",45,,B00,Đại trà,
SGU,2026,7510301,"Công nghệ kỹ thuật điện, điện tử",45,,C01,Đại trà,
SGU,2026,7510301,"Công nghệ kỹ thuật điện, điện tử",45,,D01,Đại trà,
SGU,2026,7510301,"Công nghệ kỹ thuật điện, điện tử",45,,D07,Đại trà,
SGU,2026,7510301,"Công nghệ kỹ thuật điện, điện tử",45,,"A01, A02, A03, A04, A05, A06, A07, B01, B02, B03, B08, C02, C03, C04, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",Đại trà,
SGU,2026,7510302,Công nghệ kỹ thuật điện tử – viễn thông,45,,D07,Đại trà,
SGU,2026,7510302,Công nghệ kỹ thuật điện tử – viễn thông,45,,"A01, A02, A03, A04, A05, A06, A07, B01, B02, B03, B08, C02, C03, C04, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57",Đại trà,
SGU,2026,7510302,Công nghệ kỹ thuật điện tử – viễn thông,45,,A00,Đại trà,
SGU,2026,7510302,Công nghệ kỹ thuật điện tử – viễn thông,45,,B00,Đại trà,
SGU,2026,7510302,Công nghệ kỹ thuật điện tử – viễn thông,45,,C01,Đại trà,
SGU,2026,7510302,Công nghệ kỹ thuật điện tử – viễn thông,45,,D01,Đại trà,
SGU,2026,7510406,Công nghệ kỹ thuật môi trường,30,,"A02, A03, A04, A05, A06, A07, B01, B02, B03, B08, C02, C03, C04, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55, X56, X57, B00",Đại trà,
SGU,2026,7510406,Công nghệ kỹ thuật môi trường,30,,A00,Đại trà,
SGU,2026,7510406,Công nghệ kỹ thuật môi trường,30,,A01,Đại trà,
SGU,2026,7510406,Công nghệ kỹ thuật môi trường,30,,C01,Đại trà,
SGU,2026,7510406,Công nghệ kỹ thuật môi trường,30,,D01,Đại trà,
SGU,2026,7510406,Công nghệ kỹ thuật môi trường,30,,D07,Đại trà,
SGU,2026,7520201,Kỹ thuật điện,30,,C01,Đại trà,
SGU,2026,7520201,Kỹ thuật điện,30,,D01,Đại trà,
SGU,2026,7520201,Kỹ thuật điện,30,,D07,Đại trà,
SGU,2026,7520201,Kỹ thuật điện,30,,"A01, A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C01, C02, C03, C04, D01, D07, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55,",Đại trà,
SGU,2026,7520201,Kỹ thuật điện,30,,A00,Đại trà,
SGU,2026,7520201,Kỹ thuật điện,30,,B00,Đại trà,
SGU,2026,7520207,Kỹ thuật điện tử - viễn thông,90,,"A01, A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C01, C02, C03, C04, D01, D07, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54, X55,",Đại trà,
SGU,2026,7520207,Kỹ thuật điện tử - viễn thông,90,,A00,Đại trà,
SGU,2026,7520207,Kỹ thuật điện tử - viễn thông,90,,B00,Đại trà,
SGU,2026,7520207,Kỹ thuật điện tử - viễn thông,90,,C01,Đại trà,
SGU,2026,7520207,Kỹ thuật điện tử - viễn thông,90,,D01,Đại trà,
SGU,2026,7520207,Kỹ thuật điện tử - viễn thông,90,,D07,Đại trà,
SGU,2026,7810101,Du lịch,120,,"B03, C01, C02, C03, C04, D01, X01, X02, X03, X04",Đại trà,
SGU,2026,7810101,Du lịch,120,,C01,Đại trà,
SGU,2026,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,,"A00, A01, A02, A03, A04, A05, A06, A07, B00, B01, B02, B03, B08, C01, C02, C03, C04, D01, D07, D09, D10, X01, X02, X03, X04, X05, X06, X07, X08, X09, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X53, X54,",Đại trà,
SGU,2026,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,,A00,Đại trà,
SGU,2026,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,,A01,Đại trà,
SGU,2026,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,,B00,Đại trà,
SGU,2026,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,,C01,Đại trà,
SGU,2026,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,,D07,Đại trà,
